rpm,cht_c,egt_c,oil_press_bar,oil_temp_c,fuel_flow_lph,vibration_g,battery_v,injection_deg,cht_residual,egt_residual,oil_pressure_residual,vibration_residual,degradation,fault,rul
5034.381,145.255,702.852,3.117,92.131,14.781,0.1258,14.339,20.121,40.099,39.101,-0.169,0.063,59.464,sensor_drift,292.26
5126.891,120.46,646.024,1.83,137.36,15.844,0.1916,13.966,23.472,10.541,-36.504,-1.687,0.1215,69.8,lubrication_issue,254.44
5013.624,134.995,702.589,2.955,100.218,14.329,0.2739,13.828,23.0,31.121,43.479,-0.279,0.2128,73.708,abnormal_vibration,242.71
4850.546,104.081,750.108,3.524,89.297,9.402,0.1418,14.05,13.883,9.081,130.108,0.697,0.0698,67.617,injector_abnormality,273.98
5233.444,109.42,626.698,2.793,97.544,17.605,0.4442,14.359,22.894,-6.523,-78.533,-0.991,0.3655,91.957,abnormal_vibration,163.3
4967.506,169.033,662.129,4.169,88.83,16.451,0.1392,14.077,20.288,64.881,7.075,1.051,0.0766,90.904,sensor_drift,182.04
4597.494,100.101,701.628,4.092,91.609,14.737,0.3093,14.361,23.806,5.101,81.628,1.592,0.2171,83.991,combustion_instability,215.27
5044.631,141.297,648.286,2.044,137.899,15.382,0.217,14.07,21.072,35.129,-18.512,-1.267,0.1534,88.843,lubrication_issue,200.19
4942.281,124.673,674.33,3.34,103.771,17.404,0.0968,13.916,20.563,20.578,21.911,0.284,0.0322,30.198,healthy,384.18
4899.0,169.102,642.802,3.829,91.52,15.276,0.0948,13.953,21.467,68.866,2.43,0.882,0.0268,79.783,sensor_drift,225.33
5178.901,151.53,701.624,2.979,97.995,15.383,0.0554,14.3,23.088,39.991,10.657,-0.668,-0.0189,66.293,sensor_drift,262.7
5033.76,113.766,663.368,0.88,116.361,14.966,0.1474,14.134,24.0,8.45,-0.64,-2.405,0.0847,57.029,lubrication_issue,307.03
5033.864,101.837,780.303,3.215,94.122,9.789,0.1667,14.081,27.386,1.694,126.63,-0.07,0.104,61.671,injector_abnormality,290.72
4896.546,116.592,679.295,3.332,86.26,16.162,0.0808,14.12,24.171,15.568,37.592,0.39,0.0125,28.813,healthy,397.64
4674.148,129.9,554.746,2.549,87.617,17.503,0.2721,14.279,24.379,34.9,-65.254,0.049,0.1861,75.08,misfire,234.11
4437.453,132.585,586.483,2.983,102.875,17.293,0.369,14.0,21.887,37.585,-33.517,0.483,0.264,93.352,misfire,163.72
5127.22,152.875,711.189,2.871,96.88,16.779,0.054,13.916,20.565,42.007,26.73,-0.647,-0.0162,67.242,sensor_drift,261.42
4441.874,99.781,664.32,3.644,88.371,16.873,0.235,14.398,19.664,4.781,44.32,1.144,0.1304,62.183,combustion_instability,282.44
5263.574,115.91,661.054,0.876,139.987,14.305,0.2869,13.82,20.823,2.062,-42.999,-2.983,0.2058,93.516,lubrication_issue,180.38
5283.766,101.627,676.555,4.092,87.813,16.981,0.0738,14.389,20.839,-15.705,-36.486,0.183,-0.0089,25.609,healthy,421.93
5036.413,115.443,651.211,3.049,97.583,14.169,0.1437,14.113,21.267,10.818,-11.681,-0.242,0.0808,25.062,healthy,416.44
5233.456,166.205,769.732,3.241,108.276,17.893,0.1692,14.022,23.623,49.974,63.923,-0.543,0.0906,94.731,overheating,181.44
4993.267,162.461,683.058,2.557,91.819,14.152,0.1264,13.884,21.58,59.578,27.965,-0.626,0.0658,88.634,sensor_drift,179.88
4955.781,95.617,644.077,4.061,94.423,17.842,0.1016,12.252,20.767,-9.456,-11.647,0.972,0.0381,35.221,battery_alternator_health,378.01
4739.842,108.036,800.955,2.914,89.507,10.373,0.2247,14.143,33.199,13.036,180.955,0.365,0.1438,97.317,injector_abnormality,149.64
5039.359,112.751,685.713,1.27,120.565,17.643,0.2338,14.136,23.161,4.533,15.341,-2.029,0.1707,59.814,lubrication_issue,299.69
4892.833,114.786,749.58,3.813,101.115,17.117,0.3788,14.235,20.492,12.955,106.635,0.881,0.3102,93.785,abnormal_vibration,174.12
4713.748,108.057,793.204,3.065,95.079,9.853,0.1454,14.366,15.014,13.057,173.204,0.565,0.0625,85.418,injector_abnormality,200.86
4727.631,101.642,746.545,3.059,97.684,12.84,0.1556,13.835,14.688,6.642,126.545,0.54,0.0738,66.732,injector_abnormality,258.93
5122.904,124.488,764.645,2.615,91.201,9.932,0.2205,14.316,16.679,20.64,94.658,-0.892,0.1507,79.613,injector_abnormality,216.65
4803.619,148.958,750.665,3.196,122.38,16.163,0.2185,13.937,21.878,51.651,125.688,0.487,0.1427,100.0,overheating,154.37
5192.156,98.024,624.056,3.42,100.288,15.429,0.1725,11.862,21.431,-14.091,-69.391,-0.26,0.0971,59.294,battery_alternator_health,283.83
4773.752,97.616,794.551,3.364,88.067,19.605,0.351,14.247,26.337,-1.939,168.066,0.73,0.2729,94.505,combustion_instability,160.37
5040.942,157.135,806.119,3.919,128.681,17.829,0.1989,13.89,24.206,48.668,135.091,0.616,0.1357,100.0,overheating,150.5
5276.235,142.88,732.248,4.166,109.515,19.296,0.192,14.11,22.959,23.535,15.934,0.275,0.1099,48.785,coking_degradation,328.09
5402.775,116.535,695.348,3.959,93.235,14.523,0.3952,14.167,24.29,-3.099,-24.652,-0.241,0.303,56.982,abnormal_vibration,285.76
4796.03,109.83,814.929,2.734,98.494,12.84,0.212,14.027,17.267,14.83,194.929,0.044,0.1357,91.914,injector_abnormality,182.25
4407.271,121.428,607.034,2.917,89.517,16.756,0.2712,13.807,21.218,26.428,-12.966,0.417,0.1638,64.472,misfire,271.72
5067.066,158.659,628.941,3.892,95.46,15.024,0.1121,14.251,23.887,51.952,-41.178,0.524,0.0467,79.236,sensor_drift,233.93
4970.804,101.973,765.267,3.726,100.186,19.547,0.3685,14.378,28.112,-5.406,103.428,0.599,0.3062,81.692,combustion_instability,212.31
5232.796,130.254,655.151,3.831,89.865,15.207,0.2597,13.994,23.467,16.735,-45.166,0.049,0.1811,61.125,abnormal_vibration,271.17
5123.69,115.331,646.908,3.196,85.401,17.121,0.1268,13.805,24.558,4.262,-37.598,-0.313,0.0569,23.972,healthy,420.52
4463.604,118.609,582.25,3.01,101.021,16.13,0.2582,13.815,22.826,23.609,-37.75,0.51,0.1553,66.342,misfire,260.42
5270.858,116.907,711.779,1.323,124.657,14.233,0.2959,13.932,20.548,2.839,6.559,-2.554,0.2143,78.066,lubrication_issue,227.06
5183.404,172.705,705.319,3.518,97.183,17.167,0.1487,14.153,23.393,59.202,9.972,-0.14,0.074,72.625,sensor_drift,239.79
4517.037,119.588,838.94,3.298,86.276,20.291,0.3669,13.913,23.554,24.588,218.94,0.798,0.2682,100.0,combustion_instability,158.65
5237.768,115.477,682.061,3.595,99.821,14.979,0.1321,13.805,24.265,1.987,-18.695,-0.2,0.0531,15.465,healthy,439.59
5236.126,136.645,813.464,2.668,125.002,17.734,0.1153,14.21,21.947,20.466,107.494,-1.122,0.0364,77.595,overheating,233.8
4984.628,147.509,771.155,4.164,116.13,19.275,0.1178,14.371,22.965,39.848,107.371,1.002,0.0566,88.908,coking_degradation,181.66
5118.479,157.13,637.373,2.602,91.358,17.654,0.1405,14.125,24.716,45.737,-47.26,-0.895,0.071,79.597,sensor_drift,216.77
4833.282,106.922,621.351,3.788,101.764,15.754,0.0619,12.982,24.621,8.837,-8.147,1.005,-0.0114,31.192,battery_alternator_health,393.27
4983.652,100.723,678.23,3.883,89.295,15.094,0.4393,14.1,24.561,-2.717,22.985,0.724,0.378,79.304,abnormal_vibration,228.27
5303.097,123.274,846.096,3.392,89.26,18.143,0.3273,13.809,17.59,4.007,127.251,-0.566,0.243,80.014,combustion_instability,224.19
4947.615,104.073,728.118,3.642,94.203,12.234,0.2172,14.181,33.541,4.935,85.08,0.573,0.153,61.931,injection_timing_issue,268.8
4935.843,142.219,785.167,3.812,110.218,15.749,0.1737,13.898,22.529,40.037,137.218,0.772,0.1085,98.685,overheating,145.19
5237.513,97.493,636.787,3.619,101.811,16.56,0.1463,13.085,22.73,-17.568,-67.086,-0.175,0.0673,61.379,battery_alternator_health,284.22
4896.33,114.333,702.855,3.862,96.557,14.515,0.1136,14.386,20.869,14.964,64.485,0.921,0.0453,45.776,healthy,351.91
5341.982,132.492,621.219,3.224,90.845,17.989,0.2592,14.017,21.545,11.823,-98.781,-0.831,0.1719,78.322,abnormal_vibration,215.58
5297.575,114.496,663.81,3.38,87.42,14.899,0.0838,14.153,21.151,-1.305,-47.551,-0.564,0.0,20.027,healthy,421.51
5194.26,105.344,693.294,3.568,100.43,16.941,0.0833,13.827,22.73,-8.367,-3.554,-0.118,0.0077,10.295,healthy,473.37
4715.755,112.577,793.337,3.572,94.021,9.723,0.1571,14.274,30.421,17.577,173.337,1.072,0.0743,99.319,injector_abnormality,154.35
4870.714,105.495,716.77,3.687,92.839,16.38,0.1438,13.986,21.883,5.286,79.281,0.811,0.0735,43.54,healthy,356.36
4715.286,105.321,573.215,3.908,94.502,17.091,0.2971,13.861,22.809,10.321,-46.785,1.408,0.2143,72.063,misfire,249.35
4877.492,155.855,736.877,4.186,123.58,14.281,0.2057,13.866,21.153,57.473,102.365,1.292,0.1359,100.0,overheating,154.7
5219.992,158.543,792.907,2.806,131.604,14.903,0.1092,13.857,24.15,45.84,95.502,-0.944,0.0316,91.26,overheating,169.41
5238.227,102.681,669.696,3.358,103.793,17.001,0.075,11.678,23.774,-12.848,-35.186,-0.438,-0.0041,35.346,battery_alternator_health,364.24
4611.834,108.452,735.454,2.848,88.97,17.08,0.3531,14.114,23.481,13.452,115.454,0.348,0.2621,83.809,abnormal_vibration,198.99
4873.186,151.277,772.857,4.021,124.98,14.013,0.1297,13.985,23.475,53.337,139.658,1.138,0.0595,100.0,overheating,141.74
4803.876,150.268,668.509,3.77,96.02,14.252,0.0941,14.216,20.302,54.861,47.307,1.06,0.0184,91.015,sensor_drift,178.72
5196.757,108.898,831.955,3.669,92.105,13.595,0.316,14.342,22.024,-1.567,141.35,-0.023,0.2402,73.337,combustion_instability,257.59
4876.992,152.086,657.179,4.121,86.728,16.366,0.1391,13.916,23.331,51.64,18.588,1.229,0.0693,90.594,sensor_drift,187.73
4629.887,120.164,561.982,3.789,88.762,16.006,0.3712,13.86,20.711,25.164,-58.018,1.289,0.2816,94.555,misfire,167.88
4875.814,98.23,786.822,3.708,99.793,9.393,0.1271,14.372,12.285,3.23,162.391,0.818,0.0572,71.704,injector_abnormality,247.68
5160.893,124.058,638.98,3.799,100.131,17.578,0.141,12.159,24.767,11.044,-53.137,0.197,0.0682,39.188,battery_alternator_health,370.43
5244.486,118.5,709.27,1.831,117.615,15.193,0.1549,13.864,22.724,4.528,6.877,-1.98,0.0754,57.093,lubrication_issue,308.13
4666.831,102.755,577.195,3.892,85.218,14.738,0.3802,13.815,23.258,7.755,-42.805,1.392,0.2935,85.635,misfire,201.94
4866.499,164.704,760.299,4.107,113.453,14.672,0.2003,14.02,21.89,66.372,126.986,1.241,0.1296,100.0,overheating,138.96
5282.621,98.623,775.697,3.043,90.848,15.765,0.142,13.919,32.351,-17.446,65.296,-0.863,0.0594,61.171,injection_timing_issue,276.37
4402.21,106.155,555.818,2.816,90.761,16.71,0.2117,13.837,20.925,11.155,-64.182,0.316,0.1038,61.865,misfire,289.47
4942.395,105.768,793.401,2.798,100.734,12.013,0.1926,13.822,34.58,7.06,151.745,-0.258,0.128,71.124,injection_timing_issue,241.95
4891.426,115.115,790.722,3.959,100.308,10.17,0.1273,14.098,17.828,20.115,161.926,1.03,0.0587,90.857,injector_abnormality,193.62
5146.707,168.22,624.436,2.521,91.604,17.123,0.1173,14.316,22.815,56.229,-64.217,-1.046,0.0455,97.34,sensor_drift,150.96
4993.516,151.714,792.557,3.864,119.423,19.443,0.1928,14.14,20.015,43.53,126.838,0.68,0.1322,100.0,coking_degradation,158.76
5184.672,122.445,742.459,3.933,103.199,17.602,0.4546,14.348,20.265,8.456,46.015,0.271,0.3798,84.327,abnormal_vibration,198.59
4703.371,117.818,578.297,3.105,85.576,14.626,0.3713,14.091,22.395,22.818,-41.703,0.605,0.2876,85.918,misfire,208.6
5440.465,110.875,622.166,4.055,88.713,17.133,0.3297,13.884,23.278,-12.876,-97.834,-0.145,0.2345,84.489,abnormal_vibration,190.82
4810.185,141.251,664.563,2.515,101.957,15.783,0.1349,14.241,23.567,44.061,39.165,-0.211,0.0597,72.672,sensor_drift,253.03
4400.455,114.128,691.141,3.026,102.682,12.164,0.3764,14.207,19.887,19.128,71.141,0.526,0.2685,81.596,combustion_instability,210.11
4969.177,109.518,652.443,3.89,95.141,16.928,0.1572,12.475,20.367,4.823,-3.865,0.767,0.0947,36.029,battery_alternator_health,384.25
5197.351,146.395,813.898,4.117,121.447,14.566,0.1758,14.161,22.102,34.935,121.242,0.424,0.1,85.939,overheating,211.51
5260.737,153.686,794.34,2.616,111.96,18.286,0.1885,14.285,21.313,35.97,82.835,-1.236,0.1076,89.646,coking_degradation,182.2
4543.518,108.714,645.659,2.534,100.556,16.633,0.2815,14.164,26.606,13.714,25.659,0.034,0.185,59.458,combustion_instability,297.12
4858.806,141.799,738.949,3.914,116.718,17.021,0.1616,14.048,21.4,41.426,102.322,1.067,0.0903,100.0,coking_degradation,160.3
5090.945,107.154,679.004,4.041,96.032,16.174,0.1499,14.083,23.876,-1.658,2.286,0.613,0.0826,19.944,healthy,426.17
4550.456,119.737,616.85,2.684,101.784,17.111,0.192,14.268,23.881,24.737,-3.15,0.184,0.0961,41.059,misfire,358.03
4629.226,118.153,568.968,3.864,86.805,14.785,0.2237,14.26,22.764,23.153,-51.032,1.364,0.134,78.888,misfire,234.68
5048.122,123.92,686.252,2.876,101.241,17.262,0.452,13.957,21.863,15.733,15.067,-0.444,0.3881,90.566,abnormal_vibration,196.01
4884.067,96.327,805.121,3.973,95.573,18.544,0.2486,14.2,11.718,-6.579,160.902,1.063,0.1793,88.591,injection_timing_issue,183.03
5111.918,114.068,716.607,1.954,118.039,14.933,0.1819,14.175,23.501,5.658,38.595,-1.526,0.1129,58.955,lubrication_issue,299.57
5089.677,98.103,665.913,3.513,87.142,15.13,0.1395,13.856,22.471,-9.614,-8.489,0.089,0.0723,20.28,healthy,424.86
4372.965,107.048,575.623,3.428,88.07,12.312,0.2056,14.017,23.024,12.048,-44.377,0.928,0.0954,61.073,combustion_instability,283.17
5126.002,135.669,679.145,1.696,115.965,14.3,0.1872,14.012,23.398,27.329,-0.135,-1.819,0.1171,71.213,lubrication_issue,242.6
5197.304,105.853,622.976,2.747,85.199,17.225,0.1444,13.851,21.574,-8.264,-74.988,-0.946,0.0686,46.028,healthy,353.36
4780.561,129.757,737.049,2.874,86.523,17.797,0.4433,14.016,21.325,31.738,112.954,0.223,0.3657,100.0,abnormal_vibration,164.37
4853.71,100.526,704.428,3.088,91.983,17.157,0.3597,14.279,21.722,0.22,68.446,0.254,0.288,62.702,abnormal_vibration,288.55
4890.332,112.973,637.994,3.443,101.01,14.492,0.0629,13.924,20.806,13.868,0.75,0.517,-0.0059,18.945,healthy,435.57
5155.428,133.5,768.133,3.178,120.251,17.665,0.1656,14.373,22.771,20.619,76.827,-0.41,0.0932,62.599,coking_degradation,286.42
5048.152,100.357,758.753,3.175,99.497,9.701,0.1809,14.105,31.126,-0.27,102.684,-0.146,0.117,50.758,injector_abnormality,321.01
5194.484,101.985,655.781,3.221,89.252,16.508,0.0685,12.356,23.742,-11.303,-40.243,-0.466,-0.007,45.084,battery_alternator_health,327.41
5012.208,103.236,796.124,2.509,87.881,15.775,0.1513,14.054,34.781,-2.027,134.377,-0.721,0.0903,60.844,injection_timing_issue,286.05
5133.789,124.637,679.545,4.115,102.829,16.451,0.1219,14.103,24.153,13.835,-5.438,0.581,0.0512,26.549,healthy,408.52
5268.737,154.367,768.79,3.363,108.86,18.711,0.1385,13.922,20.743,35.906,54.994,-0.509,0.057,63.853,coking_degradation,272.21
5138.843,105.944,780.198,3.247,101.063,20.16,0.2321,14.201,24.232,-8.77,86.885,-0.3,0.161,69.512,combustion_instability,257.18
5218.854,154.326,707.45,3.325,100.395,15.606,0.1354,14.054,23.339,40.966,8.845,-0.422,0.0578,64.289,sensor_drift,276.0
5035.743,134.643,640.132,1.934,129.025,17.22,0.2335,14.059,24.049,26.993,-28.742,-1.356,0.1706,86.897,lubrication_issue,191.17
5054.929,97.645,754.055,3.373,95.993,11.59,0.1632,14.262,13.589,-5.142,92.988,0.036,0.0988,45.642,injector_abnormality,335.79
5296.796,150.673,776.783,2.981,111.676,18.63,0.1005,14.211,22.884,31.171,58.101,-0.961,0.0167,69.79,coking_degradation,252.91
4592.511,101.405,587.173,3.639,85.385,16.914,0.2259,14.202,23.486,6.405,-32.827,1.139,0.1333,49.562,misfire,332.59
4958.75,103.466,664.465,3.14,85.809,16.457,0.0938,12.318,20.022,-0.341,10.976,0.044,0.0305,16.76,battery_alternator_health,441.32
5068.091,96.852,842.035,2.82,96.364,13.851,0.3965,14.232,23.434,-8.722,174.077,-0.55,0.331,100.0,combustion_instability,138.4
4864.396,122.152,702.936,3.064,85.854,15.844,0.0668,14.144,24.108,22.733,67.656,0.203,-0.004,38.897,healthy,360.71
5287.998,99.097,685.8,2.837,90.973,17.179,0.0832,11.57,24.552,-18.603,-28.399,-1.083,0.0002,47.992,battery_alternator_health,323.84
4891.491,126.373,667.313,1.057,134.988,15.642,0.2685,13.967,23.576,26.071,27.56,-1.872,0.1999,85.649,lubrication_issue,194.07
5282.286,141.721,801.933,2.699,110.21,20.352,0.1434,14.326,22.265,21.077,82.418,-1.207,0.0609,70.286,coking_degradation,246.02
4704.928,124.42,837.831,3.506,89.286,18.481,0.4296,14.161,25.579,28.742,217.831,1.006,0.346,100.0,combustion_instability,139.03
4805.533,117.426,638.663,0.847,136.337,17.047,0.218,13.973,23.188,19.158,11.573,-1.866,0.1424,73.584,lubrication_issue,234.04
4925.689,169.75,638.734,3.367,94.211,15.468,0.0785,13.895,22.708,68.254,-6.826,0.353,0.0126,72.125,sensor_drift,247.2
5022.878,131.08,640.448,1.681,138.309,16.097,0.2895,14.342,20.808,25.068,-23.865,-1.577,0.2276,85.11,lubrication_issue,209.55
5136.654,101.874,662.708,2.726,86.155,15.694,0.262,13.938,18.825,-8.286,-21.277,-0.816,0.1911,51.577,combustion_instability,308.82
5484.865,97.931,838.45,2.924,102.532,14.19,0.3815,14.368,18.723,-24.653,118.45,-1.276,0.2828,100.0,combustion_instability,141.3
5065.315,153.512,772.751,3.195,106.329,20.669,0.1458,13.916,24.768,41.231,91.657,-0.169,0.0805,77.228,coking_degradation,227.03
4685.46,102.97,575.071,3.809,97.296,17.821,0.3502,14.209,23.104,7.97,-44.929,1.309,0.265,76.002,misfire,227.8
5201.24,130.53,742.523,3.526,114.762,17.553,0.1014,14.313,21.475,15.927,43.193,-0.177,0.0253,40.073,coking_degradation,356.65
5080.992,105.385,729.013,2.571,96.11,20.659,0.4279,13.883,21.043,-7.514,45.116,-0.832,0.3614,86.713,combustion_instability,208.27
5196.17,103.652,716.947,3.348,98.711,15.865,0.065,14.38,23.119,-9.06,21.906,-0.342,-0.0107,18.638,healthy,439.7
5091.168,162.481,772.266,3.669,124.264,20.136,0.1705,14.254,21.902,49.699,87.583,0.241,0.1033,91.38,coking_degradation,189.82
4876.688,106.232,701.671,3.894,96.999,15.34,0.1459,14.396,21.209,6.824,65.186,1.002,0.0761,44.019,healthy,360.14
4860.376,100.002,714.65,3.456,101.41,15.027,0.1331,13.969,12.874,1.559,81.727,0.605,0.0619,54.686,injection_timing_issue,297.61
5190.634,143.014,820.684,3.443,131.68,16.601,0.1056,14.063,21.397,29.788,125.168,-0.234,0.0304,68.752,overheating,247.83
4816.272,121.063,678.947,2.167,112.251,16.578,0.1434,14.242,24.671,22.833,50.861,-0.574,0.0687,60.848,lubrication_issue,297.77
4826.752,106.573,642.628,2.75,91.284,20.272,0.2223,14.096,20.186,4.232,5.269,-0.017,0.1485,30.108,combustion_instability,393.43
4690.039,112.808,757.359,2.505,94.921,9.512,0.1964,14.175,30.297,17.808,137.359,0.005,0.1116,70.925,injector_abnormality,263.81
5121.353,113.686,690.478,3.053,100.855,16.829,0.1227,12.989,22.074,3.002,6.975,-0.451,0.053,21.944,battery_alternator_health,432.11
4474.082,122.42,589.911,3.302,93.969,14.2,0.3245,13.973,28.813,27.42,-30.089,0.802,0.2224,83.951,combustion_instability,207.41
4887.291,142.154,807.453,2.791,114.97,16.857,0.1692,14.335,20.593,40.806,166.027,-0.127,0.1002,100.0,overheating,160.66
5264.597,108.218,641.639,2.562,97.03,14.501,0.0645,13.049,22.945,-5.867,-62.991,-1.299,-0.0167,51.703,battery_alternator_health,305.21
5251.669,132.64,718.748,4.063,91.03,15.854,0.4826,13.822,22.567,17.719,13.74,0.234,0.4025,90.686,abnormal_vibration,182.38
4808.298,119.228,627.3,1.709,134.437,17.575,0.2917,13.809,21.276,20.321,-1.343,-1.012,0.2163,69.402,lubrication_issue,261.73
4824.441,97.255,654.111,3.466,86.6,14.37,0.1368,12.924,20.887,0.907,28.971,0.705,0.0627,31.955,battery_alternator_health,378.39
4956.463,139.299,672.923,1.941,144.893,15.378,0.2154,13.843,23.962,36.663,22.004,-1.151,0.1519,87.505,lubrication_issue,186.18
4978.355,103.987,644.088,3.716,103.24,17.218,0.0644,12.563,22.878,-1.365,-14.453,0.57,0.0027,22.768,battery_alternator_health,406.36
5432.562,124.211,636.622,3.206,90.914,17.068,0.4165,14.15,23.919,0.84,-83.378,-0.994,0.3219,89.475,abnormal_vibration,192.64
4808.78,137.736,790.004,2.672,111.504,20.383,0.1109,13.899,22.826,36.002,155.657,-0.05,0.0356,89.367,coking_degradation,176.82
4411.543,133.769,610.094,3.455,102.634,15.232,0.3125,14.043,22.721,38.769,-9.906,0.955,0.2054,79.565,misfire,235.17
5220.426,108.485,656.431,2.573,104.533,16.241,0.0614,11.678,21.925,-5.573,-43.727,-1.178,-0.0162,40.184,battery_alternator_health,367.8
4787.445,98.475,819.939,3.636,91.194,9.191,0.1885,14.048,27.701,3.475,199.939,0.968,0.1114,84.949,injector_abnormality,193.62
5075.837,128.168,655.273,3.729,100.366,17.826,0.2015,13.805,20.108,18.308,-22.03,0.339,0.1354,56.95,abnormal_vibration,315.2
4882.185,106.363,803.912,4.19,87.201,19.187,0.1696,14.394,27.125,2.889,158.744,1.284,0.1002,88.762,injection_timing_issue,202.51
4975.358,133.689,716.944,1.259,130.978,14.994,0.1719,14.202,22.664,30.681,63.392,-1.879,0.1099,84.504,lubrication_issue,206.3
4654.513,122.966,606.61,2.591,101.548,15.424,0.285,14.168,23.95,27.966,-13.39,0.091,0.1973,66.667,misfire,270.4
5092.637,131.067,621.544,0.855,133.355,14.224,0.2774,14.322,22.914,24.137,-51.579,-2.576,0.21,96.912,lubrication_issue,167.38
4359.649,123.002,802.289,3.479,96.706,17.339,0.3498,14.394,28.268,28.002,182.289,0.979,0.2386,100.0,combustion_instability,143.36
5167.465,128.867,641.489,1.197,121.31,14.544,0.214,14.166,23.522,18.625,-45.743,-2.422,0.1406,82.91,lubrication_issue,198.24
4904.464,132.678,658.424,3.179,91.694,17.873,0.3249,14.291,22.237,29.627,11.875,0.218,0.2572,71.474,abnormal_vibration,244.83
4961.637,124.106,660.418,3.375,104.762,16.631,0.1043,14.048,20.938,20.009,6.062,0.271,0.0412,26.723,healthy,402.32
4992.316,105.087,750.882,3.767,96.424,9.512,0.137,14.256,29.963,6.883,105.242,0.586,0.0763,55.191,injector_abnormality,303.16
4404.454,108.685,739.926,3.123,103.773,12.721,0.2401,14.239,28.134,13.685,119.926,0.623,0.1325,74.183,combustion_instability,229.77
5163.886,114.861,714.044,3.691,86.601,14.668,0.0603,13.838,24.393,4.638,27.209,0.081,-0.0128,13.286,healthy,454.95
5058.941,119.489,640.918,1.304,127.773,15.907,0.2804,14.06,23.914,12.224,-29.506,-2.043,0.2157,84.298,lubrication_issue,198.06
5208.811,151.723,692.638,2.718,87.096,14.035,0.1442,13.845,21.943,40.335,-1.018,-1.004,0.0675,63.222,sensor_drift,272.6
4979.942,102.489,765.013,3.247,98.066,18.09,0.3194,13.899,18.147,-3.799,104.443,0.097,0.2578,80.177,combustion_instability,211.2
4375.74,118.996,719.811,2.514,98.249,20.567,0.259,14.061,22.794,23.996,99.811,0.014,0.149,69.428,combustion_instability,244.97
5004.437,170.405,633.682,2.899,99.416,14.039,0.127,14.189,20.348,67.189,-23.194,-0.312,0.0666,84.504,sensor_drift,211.27
5133.868,96.764,648.226,3.26,98.224,14.69,0.0923,12.685,20.071,-12.281,-33.25,-0.274,0.0216,43.208,battery_alternator_health,344.3
4964.104,117.818,698.139,2.689,99.541,17.834,0.3361,14.341,23.339,12.42,40.931,-0.421,0.2732,69.303,abnormal_vibration,255.22
4655.895,121.322,611.776,3.761,101.852,18.193,0.3661,14.065,22.919,26.322,-8.224,1.261,0.2785,91.873,misfire,172.42
5206.869,116.18,649.744,3.545,86.695,14.536,0.0618,13.983,20.915,4.369,-44.564,-0.173,-0.0148,18.784,healthy,440.06
4818.953,122.702,679.808,4.108,99.785,15.315,0.0778,14.186,23.802,25.629,53.766,1.361,0.0033,52.223,healthy,317.85
5001.915,96.116,624.278,3.549,88.952,15.948,0.1274,12.359,21.034,-8.909,-35.962,0.344,0.0673,34.688,battery_alternator_health,374.48
5130.117,158.613,818.233,3.061,110.485,19.67,0.1772,13.901,24.747,44.738,127.471,-0.464,0.1068,100.0,coking_degradation,159.25
4863.637,111.298,676.557,2.999,100.107,15.571,0.0903,13.804,24.037,12.182,41.961,0.14,0.0194,24.81,healthy,424.41
5260.76,134.383,632.846,1.724,137.289,14.421,0.1744,14.352,22.336,20.531,-70.934,-2.128,0.0936,80.87,lubrication_issue,226.72
4903.291,95.128,763.664,3.402,97.086,9.143,0.1485,13.899,15.374,0.128,134.786,0.444,0.0807,59.936,injector_abnormality,285.96
4817.586,161.556,676.236,4.113,102.581,17.364,0.0785,14.373,23.454,62.489,46.343,1.369,0.0039,91.794,sensor_drift,183.14
5172.964,105.206,635.752,3.69,94.071,16.631,0.4557,13.879,22.433,-7.344,-56.644,0.058,0.3818,76.28,abnormal_vibration,244.04
4863.705,165.192,662.145,4.181,91.662,16.408,0.1041,13.873,23.173,65.236,25.862,1.322,0.0332,87.307,sensor_drift,198.21
4860.748,108.569,705.941,3.351,86.043,16.277,0.1784,12.541,20.195,8.861,70.451,0.499,0.1073,61.379,battery_alternator_health,282.38
4576.139,111.351,576.721,2.888,85.319,14.249,0.2198,14.293,24.203,16.351,-43.279,0.388,0.1259,58.476,misfire,290.3
5125.468,159.894,783.72,2.752,120.636,16.91,0.1866,14.012,23.524,48.965,99.316,-0.762,0.1166,98.207,overheating,163.57
4743.706,103.911,806.333,3.375,103.549,9.713,0.1658,14.1,28.141,8.911,186.333,0.816,0.0853,86.849,injector_abnormality,201.71
4530.559,127.361,596.362,2.964,85.78,15.735,0.3859,14.163,20.579,32.361,-23.638,0.464,0.2884,80.168,misfire,230.0
4924.126,104.635,757.491,3.532,102.052,9.073,0.1775,14.07,13.988,9.597,125.001,0.522,0.1114,68.451,injector_abnormality,268.43
4866.201,155.759,736.518,3.206,111.642,16.746,0.1411,13.905,21.167,55.364,99.11,0.34,0.0703,100.0,overheating,145.19
4850.605,120.762,704.138,2.89,98.69,17.819,0.3936,14.235,22.309,19.919,67.391,0.063,0.3217,83.078,combustion_instability,196.1
4505.736,132.289,591.633,3.924,100.012,18.276,0.3592,13.921,21.391,37.289,-28.367,1.424,0.2597,100.0,misfire,138.28
4780.414,100.607,645.545,3.158,91.105,17.602,0.388,14.218,24.572,2.789,21.867,0.507,0.3105,64.097,abnormal_vibration,279.52
